movieid,isEnglish,country,runningtime,title,year
2102312,F,other,1,La vie sexuelle des Belges 1950-1978 (1994),1994
2102344,F,France,1,La vieille qui marchait dans la mer (1991),1991
2102540,F,other,3,La vita è bella (1997),1997
2103144,T,UK,2,Labyrinth (1986),1986
2103526,F,other,1,Ladri di biciclette (1948),1948
2103866,T,USA,1,Lady and the Tramp (1955),1955
2103908,T,USA,1,Lady of Burlesque (1943),1943
2103955,T,UK,2,Ladybird Ladybird (1994),1994
2103975,T,USA,3,Ladyhawke (1985),1985
2104410,T,USA,1,Lake Placid (1999),1999
2104759,F,other,3,Lamerica (1994),1994
2105754,T,USA,1,Larger Than Life (1996),1996
2106723,F,other,1,Las vampiras (1969),1969
2106899,T,USA,1,Lassie (1994),1994
2106940,T,USA,3,Last Action Hero (1993),1993
2107118,T,USA,2,Last Dance (1996),1996
2107343,T,USA,2,Last Man Standing (1996),1996
2107404,T,UK,1,Last Night (2007),2007
2107497,T,USA,1,Last Resort (1986),1986
2107634,T,USA,2,Last Summer in the Hamptons (1995),1995
2107847,F,other,3,Lat sau san taam (1992),1992
2107892,T,USA,2,Late Bloomers (1996),1996
2108364,T,USA,1,Lauderdale (1989),1989
2108654,T,USA,1,Laura (1944),1944
2109065,T,UK,2,Lawn Dogs (1997),1997
2109077,T,USA,1,Lawnmower Man 2: Beyond Cyberspace (1996),1996
2109093,T,UK,3,Lawrence of Arabia (1962),1962
2110112,F,France,1,Le bonheur (1965),1965
2110128,F,France,2,Le bonheur est dans le pré (1995),1995
2110973,F,France,3,Le colonel Chabert (1994),1994
2111069,F,other,2,Le confessionnal (1995),1995
2111847,F,France,1,Le dîner de cons (1998),1998
2111960,F,France,2,Le feu follet (1963),1963
2112240,F,France,2,Le garçu (1995),1995
2112346,T,France,3,Le grand bleu (1988),1988
2112512,F,other,3,Le huitième jour (1996),1996
2112515,F,France,3,Le hussard sur le toit (1995),1995
2113512,F,France,2,Le mépris (1963),1963
2113531,F,other,2,Le nain rouge (1998),1998
2113595,F,other,3,Le notti di Cabiria (1957),1957
2114355,T,France,3,Le procès (1962),1962
2114635,F,France,3,Le retour de Martin Guerre (1982),1982
2115171,F,France,1,Le septième ciel (1997),1997
2115628,F,France,3,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust (1999)",1999
2116072,F,other,3,Le violon rouge (1998),1998
2116658,T,USA,1,Leather Jacket Love Story (1997),1997
2116708,T,USA,1,Leatherface: Texas Chainsaw Massacre III (1990),1990
2116736,T,USA,1,Leave It to Beaver (1997),1997
2116855,T,USA,3,Leaving Las Vegas (1995),1995
2117546,T,USA,1,Legal Deceit (1997),1997
2117637,T,USA,3,Legend (1985),1985
2117874,T,USA,3,Legends of the Fall (1994),1994
2119117,F,other,2,Les Boys (1997),1997
2119264,T,UK,3,Les Misérables (1998),1998
2119409,F,France,2,Les amants criminels (1999),1999
2119425,F,France,3,Les amants du Pont-Neuf (1991),1991
2120136,F,France,1,Les convoyeurs attendent (1999),1999
2120569,F,France,3,Les enfants du paradis (1945),1945
2121501,F,France,1,Les maîtres du temps (1982),1982
2121565,F,France,3,Les misérables (1995),1995
2121785,F,France,3,Les nuits fauves (1992),1992
2121889,F,France,1,Les parapluies de Cherbourg (1964),1964
2122177,F,France,2,Les quatre cents coups (1959),1959
2122231,F,France,1,Les rendez-vous de Paris (1995),1995
2122271,F,France,3,Les roseaux sauvages (1994),1994
2122764,F,France,2,Les visiteurs (1993),1993
2122788,F,France,3,Les voleurs (1996),1996
2123712,T,other,1,Let It Come Down: The Life of Paul Bowles (1998),1998
2124042,T,USA,2,Let's Get Harry (1986),1986
2124260,T,USA,1,Let's Talk About Sex (1998),1998
2124355,T,USA,3,Lethal Weapon (1987),1987
2124357,T,USA,3,Lethal Weapon 2 (1989),1989
2124358,T,USA,3,Lethal Weapon 3 (1992),1992
2124359,T,USA,3,Lethal Weapon 4 (1998),1998
2125443,T,USA,1,Liar Liar (1997),1997
2125639,T,USA,3,Liberty Heights (1999),1999
2125784,T,UK,3,Licence to Kill (1989),1989
2126243,F,other,1,Liebelei (1933),1933
2126595,T,USA,0,Life (1920),1920
2126772,T,USA,1,Life During Wartime (1997),1997
2127239,T,UK,1,Life of Brian (1979),1979
2127402,T,USA,1,Life with Mikey (1993),1993
2127563,T,USA,2,Lifeboat (1944),1944
2127575,T,UK,3,Lifeforce (1985),1985
2127843,T,USA,2,Light It Up (1999),1999
2127886,T,other,1,Light Years (1991),1991
2127926,T,USA,2,Light of Day (1987),1987
2128046,T,USA,2,Lightning Jack (1994),1994
2128569,T,other,1,Lilian's Story (1996),1996
2128890,T,USA,3,Limbo (1999),1999
2128957,T,USA,3,Limelight (1952),1952
2130340,T,USA,3,Little Big League (1994),1994
2130342,T,USA,3,Little Big Man (1970),1970
2130419,T,USA,2,Little Boy Blue (1997),1997
2130468,T,other,3,Little Buddha (1993),1993
2130504,T,USA,1,Little City (1997),1997
2130832,T,USA,2,Little Lord Fauntleroy (1936),1936
2130889,T,other,2,Little Men (1998),1998
2131017,T,other,1,Little Nemo: Adventures in Slumberland (1989),1989
2131031,T,USA,2,Little Odessa (1994),1994
2131225,T,USA,2,Little Shop of Horrors (1986),1986
2131334,T,UK,2,Little Voice (1998),1998
2131430,T,USA,3,Little Women (1994),1994
2131675,T,USA,1,Live Nude Girls (1995),1995
2131729,T,UK,3,Live and Let Die (1973),1973
2132235,T,USA,2,Living Out Loud (1998),1998
2132367,T,USA,1,Living in Oblivion (1995),1995
2133245,T,other,2,Loaded (1994),1994
2133276,T,USA,1,Loaded Weapon 1 (1993),1993
2133416,T,UK,3,Local Hero (1983),1983
2133500,T,UK,3,"Lock, Stock and Two Smoking Barrels (1998)",1998
2133798,T,USA,3,Logan's Run (1976),1976
2134027,F,other,1,Lola rennt (1998),1998
2134055,T,UK,3,Lolita (1962),1962
2134058,T,USA,3,Lolita (1997),1997
2134388,T,USA,3,Lone Star (1996),1996
2134453,T,USA,2,Lonely Are the Brave (1962),1962
2134924,F,other,2,Long xiong hu di (1986),1986
2135675,T,USA,3,Looking for Richard (1996),1996
2136104,T,USA,3,Lord of Illusions (1995),1995
2136125,T,UK,1,Lord of the Flies (1963),1963
2136535,F,other,3,Los amantes del Círculo Polar (1998),1998
2137901,T,USA,1,Loser (1991),1991
2137905,T,USA,2,Loser (2000),2000
2137970,T,USA,3,Losing Isaiah (1995),1995
2138073,F,other,0,Lost & Found (1995),1995
2138292,T,France,3,Lost Highway (1997),1997
2138299,T,USA,3,Lost Horizon (1937),1937
2138727,T,USA,3,Lost in Space (1998),1998
2139026,T,USA,1,Lotto Land (1995),1995
2139396,T,USA,3,Love & Basketball (2000),2000
2139407,T,other,2,Love & Human Remains (1993),1993
2139438,T,USA,1,Love & Sex (2000),2000
2139545,T,USA,2,Love Affair (1994),1994
2139928,T,USA,3,Love Is All There Is (1996),1996
2140029,T,USA,2,Love Is a Many-Splendored Thing (1955),1955
2140049,T,UK,1,Love Is the Devil: Study for a Portrait of Francis Bacon (1998),1998
2140074,T,USA,2,Love Jones (1997),1997
2140461,T,other,2,Love Serenade (1996),1996
2140530,T,USA,1,Love Stinks (1999),1999
2140712,T,other,1,Love Walked In (1997),1997
2140806,T,France,1,Love and Death (1975),1975
2140811,T,UK,1,Love and Death on Long Island (1997),1997
2140922,T,other,1,Love and Other Catastrophes (1996),1996
2140999,T,USA,2,Love and a .45 (1994),1994
2141139,T,USA,1,Love in Bloom (1935),1935
2141230,T,USA,3,Love in the Afternoon (1957),1957
2141393,T,USA,2,Love! Valour! Compassion! (1997),1997
2141461,T,UK,1,Love's Labour's Lost (2000),2000
2141703,F,France,2,"Love, etc. (1996)",1996
2141961,T,USA,1,Lover's Knot (1996),1996
2142487,T,USA,2,Lucas (1986),1986
2142714,F,France,3,Lucie Aubrac (1997),1997
2143749,T,USA,3,Lulu on the Bridge (1998),1998
2144390,T,USA,2,Lured (1947),1947
2144547,F,other,3,Lust och fägring stor (1995),1995
2145409,T,France,3,Léon (1994),1994
2145603,F,other,3,M (1931),1931
2145699,T,USA,2,M. Butterfly (1993),1993
2145942,T,USA,3,MASH (1970),1970
2146691,T,USA,3,MURDER and murder (1996),1996
2146907,F,France,3,Ma saison préférée (1993),1993
2146945,F,France,1,Ma vie en rose (1997),1997
2147404,T,USA,1,Macao (1952),1952
2147519,F,other,2,Macchie solari (1975),1975
2147811,T,USA,3,Mackenna's Gold (1969),1969
2147941,T,other,1,Mad About Mambo (2000),2000
2147962,T,USA,3,Mad City (1997),1997
2147992,T,USA,1,Mad Dog Time (1996),1996
2148026,T,USA,1,Mad Love (1995),1995
2148037,T,other,1,Mad Max (1979),1979
2148039,T,other,2,Mad Max 2 (1981),1981
2148040,T,other,2,Mad Max Beyond Thunderdome (1985),1985
2148165,T,UK,2,Madagascar Skin (1995),1995
2148281,F,France,3,Madame Butterfly (1995),1995
2148400,T,UK,3,Madame Sousatzka (1988),1988
2148608,T,France,3,Made in America (1993),1993
2148848,T,France,1,Madeline (1998),1998
2149158,T,USA,3,Madonna: Truth or Dare (1991),1991
2150211,T,USA,3,Magnolia (1999),1999
2150224,T,USA,3,Magnum Force (1973),1973
2151493,T,USA,2,Major League: Back to the Minors (1998),1998
2151499,T,USA,1,Major Payne (1995),1995
2151740,T,USA,1,Make Mine Music (1946),1946
2153014,T,USA,3,Malcolm X (1992),1992
2153110,T,USA,3,Male and Female (1919),1919
2153283,T,other,2,Malice (1993),1993
2153421,F,other,1,Malli (1998),1998
2153457,T,USA,3,Mallrats (1995),1995
2153998,F,other,3,Mamma Roma (1962),1962
2154565,T,USA,1,Man of Her Dreams (1997),1997
2154596,T,USA,1,Man of the Century (1999),1999
2154607,T,USA,2,Man of the House (1995),1995
2154630,T,USA,1,Man of the Year (1995),1995
2154663,T,UK,3,Man on the Moon (1999),1999
2155643,T,USA,2,Manhattan (1979),1979
2155689,T,USA,2,Manhattan Murder Mystery (1993),1993
2156231,T,USA,1,Manny & Lo (1996),1996
2156364,F,other,3,Manon des sources (1986),1986
2156478,T,UK,3,Mansfield Park (1999),1999
2157118,T,USA,3,Marathon Man (1976),1976
2157273,F,other,3,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo (1997)",1997
2157724,T,other,3,Margaret's Museum (1995),1995
2158286,F,France,1,Marie Baie des Anges (1997),1997
2159085,T,USA,1,Marked for Death (1990),1990
2159258,T,USA,3,Marnie (1964),1964
2159513,T,USA,2,Married to the Mob (1988),1988
2159587,T,USA,2,Mars Attacks! (1996),1996
2160048,T,USA,1,Marty (1955),1955
2160308,T,USA,2,Marvin's Room (1996),1996
2160428,T,USA,3,Mary Poppins (1964),1964
2160436,T,USA,2,Mary Reilly (1996),1996
2160769,T,USA,1,Mascara (1999),1999
2161122,T,USA,2,Mass Appeal (1984),1984
2161144,T,USA,1,Mass Transit (1998),1998
2161615,F,other,1,Mat i syn (1997),1997
2162013,T,USA,3,Matewan (1987),1987
2162109,T,USA,2,Matilda (1996),1996
2162762,T,UK,3,Maurice (1987),1987
2162869,T,USA,3,Maverick (1994),1994
2162994,T,USA,2,Max Dugan Returns (1983),1983
2163340,T,USA,2,Maximum Overdrive (1986),1986
2163370,T,USA,2,Maximum Risk (1996),1996
2163581,T,USA,2,Maya Lin: A Strong Clear Vision (1994),1994
2164115,T,USA,3,McCabe & Mrs. Miller (1971),1971
2164174,T,USA,2,McHale's Navy (1997),1997
2164328,T,France,2,Me Myself I (1999),1999
2164624,T,USA,3,"Me, Myself & Irene (2000)",2000
2164939,T,other,2,Meatballs (1979),1979
2164942,T,USA,1,Meatballs 4 (1992),1992
2164943,T,other,2,Meatballs III: Summer Job (1986),1986
2164944,T,USA,1,Meatballs Part II (1984),1984
2165318,T,USA,2,Medicine Man (1992),1992
2165411,F,other,2,Mediterraneo (1991),1991
2165624,T,USA,3,Meet Joe Black (1998),1998
2165627,T,USA,3,Meet John Doe (1941),1941
2165666,T,USA,3,Meet Me in St. Louis (1944),1944
2165721,T,USA,2,Meet Wally Sparks (1997),1997
2165765,T,USA,1,Meet the Deedles (1998),1998
2165832,T,USA,2,Meet the Parents (2000),2000
2166642,F,other,1,Mein liebster Feind - Klaus Kinski (1999),1999
2167372,T,USA,1,Melody Time (1948),1948
2167489,T,USA,1,Melvin and Howard (1980),1980
2168103,T,USA,2,Men Cry Bullets (1998),1998
2168109,T,USA,3,Men Don't Leave (1990),1990
2168207,T,USA,2,Men in Black (1997),1997
2168282,T,other,1,Men of Means (1999),1999
2168361,F,USA,3,Men with Guns (1997/II),1997
2168402,T,USA,2,Menace II Society (1993),1993
2168965,T,other,3,Mephisto (1981),1981
2169199,T,USA,3,Mercury Rising (1998),1998
2169865,T,USA,3,Message in a Bottle (1999),1999
2169876,T,USA,3,Message to Love: The Isle of Wight Festival (1997),1997
2170415,T,USA,2,Meteor (1979),1979
2170555,T,USA,3,Metro (1997),1997
2170610,T,other,2,Metroland (1997),1997
2170625,F,other,3,Metropolis (1927),1927
2170643,T,USA,2,Metropolitan (1990),1990
2171511,T,USA,1,Mi vida loca (1993),1993
2171589,F,other,3,Mia aioniotita kai mia mera (1998),1998
2171762,T,USA,2,Miami Rhapsody (1995),1995
2171907,T,USA,2,Michael (1996),1996
2171943,T,UK,3,Michael Collins (1996),1996
2172334,T,UK,2,Mickey Blue Eyes (1999),1999
2172541,F,France,1,Microcosmos: Le peuple de l'herbe (1996),1996
2172808,T,USA,3,Midnight Cowboy (1969),1969
2172829,T,UK,3,Midnight Express (1978),1978
2172947,T,USA,3,Midnight Run (1988),1988
2173027,T,USA,3,Midnight in the Garden of Good and Evil (1997),1997
2173296,F,other,2,Mifunes sidste sang (1999),1999
2173331,T,USA,1,Mighty Aphrodite (1995),1995
2173343,T,USA,1,Mighty Joe Young (1949),1949
2173344,T,USA,3,Mighty Joe Young (1998),1998
2173361,T,USA,1,Mighty Morphin Power Rangers: The Movie (1995),1995
2173730,T,USA,2,Mike's Murder (1984),1984
2174014,T,USA,3,Mildred Pierce (1945),1945
2174318,T,USA,3,Milk Money (1994),1994
2174392,F,other,1,Mille bolle blu (1993),1993
2174453,T,USA,3,Miller's Crossing (1990),1990
2174775,T,USA,3,Mimic (1997),1997
2174948,F,other,3,Mina Tannenbaum (1994),1994
2175680,T,USA,3,Minnie and Moskowitz (1971),1971
2176083,T,USA,2,Miracle on 34th Street (1947),1947
2176086,T,USA,3,Miracle on 34th Street (1994),1994
2176174,T,USA,1,Mirage (1995),1995
2176789,T,USA,2,Misery (1990),1990
2177244,T,USA,2,Miss Julie (1999),1999
2177836,T,USA,2,Missing in Action (1984),1984
2177839,T,USA,2,Missing in Action 2: The Beginning (1985),1985
2177959,T,USA,3,Mission to Mars (2000),2000
2177983,T,USA,3,Mission: Impossible (1996),1996
2177992,T,USA,3,Mission: Impossible II (2000),2000
2178276,T,USA,3,Mister Roberts (1955),1955
2178807,F,other,2,Mitt liv som hund (1985),1985
2179017,T,USA,2,Mixed Nuts (1994),1994
2179406,T,USA,3,Mo' Better Blues (1990),1990
2179939,T,USA,1,Modern Times (1936),1936
2180060,T,USA,1,Modulations (1998),1998
2180670,T,USA,3,Moll Flanders (1996),1996
2180698,T,USA,2,Molly (1999),1999
2181096,T,USA,3,Mommie Dearest (1981),1981
2181493,T,UK,2,Mona Lisa (1986),1986
2181690,F,France,1,Mondo (1995),1995
2181898,T,USA,2,Money Talks (1997),1997
2181907,T,USA,3,Money Train (1995),1995
2182213,T,USA,3,Monkey Shines (1988),1988
2182361,F,other,3,Mononoke-hime (1997),1997
2182564,T,USA,3,Monsieur Verdoux (1947),1947
2183016,T,USA,2,Montana (1998),1998
2183254,T,UK,1,Monty Python and the Holy Grail (1975),1975
2183622,T,USA,1,Moonlight Murder (1936),1936
2183643,T,UK,2,Moonlight and Valentino (1995),1995
2183675,T,UK,3,Moonraker (1979),1979
2183726,T,USA,2,Moonstruck (1987),1987
2184999,T,USA,2,Mortal Kombat (1995),1995
2185015,T,USA,1,Mortal Kombat: Annihilation (1997),1997
2185038,T,USA,2,Mortal Thoughts (1991),1991
2185582,T,USA,0,Mother (1910),1910
2185767,T,USA,3,Mother Night (1996),1996
2186706,T,USA,2,Mousehunt (1997),1997
2187505,T,USA,1,Mr. & Mrs. Smith (1941),1941
2187739,T,UK,1,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",1999
2187886,T,USA,3,Mr. Holland's Opus (1995),1995
2187957,T,USA,2,Mr. Jealousy (1997),1997
2187965,T,USA,3,Mr. Jones (1993),1993
2188028,T,USA,1,Mr. Magoo (1997),1997
2188074,T,USA,1,Mr. Mom (1983),1983
2188117,T,other,1,Mr. Nice Guy (1987),1987
2188295,T,USA,3,Mr. Saturday Night (1992),1992
2188332,T,USA,3,Mr. Smith Goes to Washington (1939),1939
2188440,T,USA,2,Mr. Wonderful (1993),1993
2188458,T,USA,2,Mr. Wrong (1996),1996
2188547,T,UK,2,Mrs Brown (1997),1997
2188553,T,UK,2,Mrs Dalloway (1997),1997
2188633,T,USA,3,Mrs. Doubtfire (1993),1993
2188696,T,USA,3,Mrs. Miniver (1942),1942
2188708,T,USA,3,Mrs. Parker and the Vicious Circle (1994),1994
2188768,T,USA,2,Mrs. Winterbourne (1996),1996
2188978,T,UK,3,Much Ado About Nothing (1993),1993
2189533,F,other,1,Mujeres al borde de un ataque de nervios (1988),1988
2189721,T,USA,1,Mulan (1998),1998
2189833,T,USA,2,Mulholland Falls (1996),1996
2189969,T,USA,3,Multiplicity (1996),1996
2190062,T,USA,3,Mumford (1999),1999
2190354,T,USA,2,Muppet Treasure Island (1996),1996
2190371,T,USA,1,Muppets from Space (1999),1999
2190603,T,USA,2,Murder at 1600 (1997),1997
2190734,T,USA,3,Murder in the First (1995),1995
2190795,T,UK,2,Murder! (1930),1930
2190803,T,USA,1,"Murder, My Sweet (1944)",1944
2190900,T,other,2,Muriel's Wedding (1994),1994
2190982,T,USA,2,Murphy's Romance (1985),1985
2191385,T,USA,2,Music from Another Room (1998),1998
2191428,T,USA,3,Music of the Heart (1999),1999
2191929,T,other,1,Mute Witness (1994),1994
2191997,T,USA,3,Mutiny on the Bounty (1935),1935
2192642,T,USA,2,My Best Friend's Wedding (1997),1997
2192654,T,USA,1,My Best Girl (1927),1927
2192733,T,UK,1,My Blue Heaven (1929),1929
2192747,T,USA,2,My Bodyguard (1980),1980
2192782,T,USA,1,My Boyfriend's Back (1993),1993
2192913,T,USA,2,My Chauffeur (1986),1986
2192973,T,USA,3,My Cousin Vinny (1992),1992
2193169,T,USA,1,My Dog Skip (2000),2000
2193264,T,USA,3,My Fair Lady (1964),1964
2193276,T,USA,3,My Family (1995),1995
2193388,T,USA,1,My Favorite Martian (1999),1999
2193407,T,USA,1,My Favorite Year (1982),1982
2193422,T,USA,2,My Fellow Americans (1996),1996
2193721,T,USA,2,My Giant (1998),1998
2194143,T,other,2,My Left Foot: The Story of Christy Brown (1989),1989
2194153,T,USA,3,My Life (1993),1993
2194168,T,UK,2,My Life So Far (1999),1999
2194362,T,USA,1,My Man Godfrey (1936),1936
2194363,T,USA,1,My Man Godfrey (1957),1957
2194471,T,other,1,My Mother's Courage (1995),1995
2194580,T,other,2,My Name Is Joe (1998),1998
2194791,T,USA,2,My Own Private Idaho (1991),1991
2195009,T,USA,1,My Science Project (1985),1985
2195233,T,UK,1,My Son the Fanatic (1997),1997
2195417,T,USA,2,My Tutor (1983),1983
2196039,T,USA,3,Mystery Men (1999),1999
2196060,T,USA,1,Mystery Science Theater 3000: The Movie (1996),1996
2196068,T,USA,3,Mystery Train (1989),1989
2196132,T,other,3,"Mystery, Alaska (1999)",1999
2196454,F,other,3,"Más que amor, frenesí (1996)",1996
2196886,F,France,3,Mélodie en sous-sol (1963),1963
2197021,F,France,1,Métisse (1993),1993
2197407,F,other,1,N (2005),2005
2199194,T,USA,1,Nadine (1987),1987
2199218,T,USA,1,Nadja (1994),1994
2199868,T,UK,3,Naked (1993),1993
2199969,T,USA,1,Naked Gun 33 1/3: The Final Insult (1994),1994
2200121,T,USA,1,Naked in New York (1993),1993
2201125,T,USA,1,Napoleon and Samantha (1972),1972
2201311,F,other,2,Narayama bushiko (1958),1958
2201727,T,USA,3,Nashville (1975),1975
2202537,T,USA,3,Native Son (1986),1986
2202732,T,USA,3,Natural Born Killers (1994),1994
2202880,T,USA,2,Naturally Native (1998),1998
2204067,T,USA,1,Near Dark (1987),1987
2204532,T,USA,3,Needful Things (1993),1993
2205117,F,other,1,Nekromantik (1987),1987
2205227,T,USA,3,Nell (1994),1994
2205327,F,France,2,Nelly & Monsieur Arnaud (1995),1995
2206238,F,France,2,Nettoyage à sec (1997),1997
2206242,T,USA,3,Network (1976),1976
2206516,T,USA,2,Never Been Kissed (1999),1999
2206541,T,USA,2,Never Cry Wolf (1983),1983
2206656,T,USA,2,Never Met Picasso (1996),1996
2206740,T,USA,1,Never Talk to Strangers (1995),1995
2207203,T,USA,2,New Jersey Drive (1995),1995
2207291,T,USA,3,New Nightmare (1994),1994
2207384,T,USA,1,New Rose Hotel (1998),1998
2207638,F,other,0,New York Cop (1991),1991
2207954,T,USA,3,Newsies (1992),1992
2208048,T,USA,2,Next Friday (2000),2000
2208084,T,USA,2,Next Stop Wonderland (1998),1998
2208430,T,USA,1,Niagara (1953),1953
2208474,T,USA,1,"Niagara, Niagara (1997)",1997
2208962,T,USA,1,Nick of Time (1995),1995
2209075,T,other,1,Nico Icon (1995),1995
2209608,T,USA,3,Night Falls on Manhattan (1996),1996
2209821,T,USA,2,Night Shift (1982),1982
2209901,T,USA,1,Night Tide (1961),1961
2210137,T,USA,1,Night of the Comet (1984),1984
2210139,T,USA,1,Night of the Creeps (1986),1986
2210196,T,USA,2,Night of the Living Dead (1968),1968
2210254,T,France,3,Night on Earth (1991),1991
2210356,T,USA,2,Nighthawks (1981),1981
2210519,T,USA,2,Nightmares (1983),1983
2210617,T,USA,2,Nightwatch (1997),1997
2210872,F,France,3,Nikita (1990),1990
2211077,T,UK,3,Nil by Mouth (1997),1997
2211223,T,USA,2,Nina Takes a Lover (1994),1994
2211282,T,USA,3,Nine 1/2 Weeks (1986),1986
2211336,T,USA,2,Nine Months (1995),1995
2211395,T,UK,3,Nineteen Eighty-Four (1984),1984
2211751,T,USA,3,Ninotchka (1939),1939
2212209,T,USA,3,Nixon (1995),1995
2212660,T,USA,3,No Escape (1994),1994
2212954,T,USA,2,No Looking Back (1998),1998
2213122,T,USA,2,No Mercy (1986),1986
2213622,T,USA,2,No Small Affair (1984),1984
2213866,T,USA,3,No Way Out (1987),1987
2214546,T,USA,3,Nobody's Fool (1994),1994
2216031,T,USA,2,Normal Life (1996),1996
2216145,T,USA,1,North (1994),1994
2216176,T,USA,3,North Dallas Forty (1979),1979
2216295,T,France,1,North Star (1996),1996
2216316,T,USA,3,North by Northwest (1959),1959
2216640,F,other,2,Nosferatu a Venezia (1988),1988
2216642,F,other,1,"Nosferatu, eine Symphonie des Grauens (1922)",1922
2217530,T,USA,1,Nothing But Trouble (1991),1991
2217636,T,UK,1,Nothing Personal (1995),1995
2217693,T,USA,3,Nothing in Common (1986),1986
2217717,T,other,0,Nothing to Lose (1994),1994
2217718,T,USA,2,Nothing to Lose (1995),1995
2217782,T,USA,2,Notorious (1946),1946
2217888,T,UK,3,Notting Hill (1999),1999
2218486,T,USA,2,Now and Then (1995),1995
2218524,T,USA,1,Nowhere (1997),1997
2219070,F,other,2,Nueba Yol (1995),1995
2219442,T,UK,1,Number Seventeen (1932),1932
2219779,T,other,3,Nurse Betty (2000),2000
2219992,T,USA,2,Nutty Professor II: The Klumps (2000),2000
2220554,F,France,2,Nénette et Boni (1996),1996
2221102,F,other,1,O Convento (1995),1995
2222143,F,other,3,"O Que É Isso, Companheiro? (1997)",1997
2224890,T,USA,2,October Sky (1999),1999
2225574,T,USA,1,Of Human Bondage (1934),1934
2225605,T,other,2,Of Love and Shadows (1994),1994
2225624,T,USA,3,Of Mice and Men (1992),1992
2226062,T,USA,1,Office Killer (1997),1997
2226103,T,USA,1,Office Space (1999),1999
2227800,F,other,2,Okno v Parizh (1994),1994
2228369,T,USA,1,Old Yeller (1957),1957
2228704,T,USA,1,Oliver & Company (1988),1988
2228754,T,UK,3,Oliver! (1968),1968
2229516,T,USA,2,On Any Sunday (1971),1971
2229633,T,UK,2,On Golden Pond (1981),1981
2229656,T,UK,3,On Her Majesty's Secret Service (1969),1969
2229787,T,USA,2,On Our Merry Way (1948),1948
2230251,T,USA,3,On the Beach (1959),1959
2230732,T,USA,1,On the Ropes (1999),1999
2230871,T,USA,2,On the Town (1949),1949
2230917,T,USA,2,On the Waterfront (1954),1954
2231247,T,other,3,Once Upon a Time in America (1984),1984
2231307,T,USA,3,Once Upon a Time... When We Were Colored (1995),1995
2231336,T,other,2,Once Were Warriors (1994),1994
2231697,T,USA,1,One Crazy Summer (1986),1986
2231855,T,USA,3,One Eight Seven (1997),1997
2231882,T,USA,2,One False Move (1992),1992
2231896,T,USA,2,One Fine Day (1996),1996
2231909,T,USA,3,One Flew Over the Cuckoo's Nest (1975),1975
2232226,T,USA,1,One Little Indian (1973),1973
2232255,T,other,1,One Magic Christmas (1985),1985
2232299,T,other,3,One Man's Hero (1999),1999
2232552,T,USA,2,One Night Stand (1997),1997
2232980,T,USA,1,One Tough Cop (1998),1998
2233001,T,USA,3,One True Thing (1998),1998
2233552,T,UK,2,Onegin (1999),1999
2233759,T,USA,3,Only Angels Have Wings (1939),1939
2233885,T,USA,3,Only You (1994),1994
2234951,T,other,2,Open Season (1974),1974
2235378,T,USA,2,Operation Dumbo Drop (1995),1995
2235600,F,other,1,Operazione paura (1966),1966
2236433,T,USA,3,Ordinary People (1980),1980
2236640,T,USA,1,Orgazmo (1997),1997
2236888,T,USA,2,Original Gangstas (1996),1996
2237013,T,UK,1,Orlando (1992),1992
2237801,T,USA,3,Oscar and Lucinda (1997),1997
2238427,F,other,3,Otello (1986),1986
2238465,F,other,0,Othello (1909),1909
2238483,T,USA,3,Othello (1995),1995
2238595,T,USA,1,"Other Voices, Other Rooms (1995)",1995
2239654,T,USA,1,Our Town (1940),1940
2239941,T,USA,3,Out of Africa (1985),1985
2240178,T,USA,3,Out of Sight (1998),1998
2240406,T,USA,2,Out of the Past (1947),1947
2240516,T,USA,2,Out to Sea (1997),1997
2240566,T,USA,3,Outbreak (1995),1995
2240849,T,USA,2,Outrageous Fortune (1987),1987
2240934,T,USA,2,Outside Ozona (1998),1998
2240936,T,USA,2,Outside Providence (1999),1999
2241542,T,USA,1,Overnight Delivery (1998),1998
2241805,T,USA,1,Oxygen (1999),1999
2242954,T,USA,2,Pacific Heights (1990),1990
2243968,T,USA,1,Pajama Party (1964),1964
2244080,T,USA,3,Pal Joey (1957),1957
2244271,T,USA,3,Pale Rider (1985),1985
2244488,T,other,3,Palmetto (1998),1998
2244550,T,other,0,Palookaville (1992),1992
2245091,T,UK,3,Pandora and the Flying Dutchman (1951),1951
2245138,F,other,3,Pane e cioccolata (1974),1974
2246004,F,other,0,Panther (1916),1916
2246169,F,other,3,Pao Da Shuang Deng (1994),1994
2246675,T,USA,3,Papillon (1973),1973
2247345,T,USA,3,Paradise Lost: The Child Murders at Robin Hood Hills (1996),1996
2247366,T,other,3,Paradise Road (1997),1997
2247594,T,USA,1,Parallel Sons (1995),1995
2247913,T,USA,1,Parasite (1982),1982
2248232,T,USA,3,Parenthood (1989),1989
2248438,T,USA,1,Paris Is Burning (1990),1990
2248473,T,UK,1,Paris Was a Woman (1996),1996
2248574,T,other,3,"Paris, France (1993)",1993
2248580,T,other,3,"Paris, Texas (1984)",1984
2249442,T,USA,1,Party Girl (1995),1995
2250014,F,other,3,Pasqualino Settebellezze (1975),1975
